where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,shame,feel,feel,18,67,96,18.75,69.79166667,noun,verb,verb,0,0,0,NA,NA,wl15a,3
b,shame,feeling,feel,44,67,96,45.83333333,69.79166667,noun,noun,verb,present_participle,0,0,NA,NA,wl15a,3
b,shame,feelings,feel,2,67,96,2.083333333,69.79166667,noun,noun,verb,numbers,0,0,NA,NA,wl15a,3
b,shame,feels,feel,3,67,96,3.125,69.79166667,noun,verb,verb,third_person,0,0,NA,NA,wl15a,3
b,shame,guilt,guilt,17,21,96,17.70833333,21.875,noun,noun,noun,0,0,0,0.345,0,wl15a,3
b,shame,guilty,guilt,4,21,96,4.166666667,21.875,noun,adjective,noun,characteristic,0,0,0.345,0,wl15a,3
b,shame,regret,regret,12,19,96,12.5,19.79166667,noun,verb,verb,0,0,0,0.015,0.056,wl15a,3
b,shame,regretful,regret,3,19,96,3.125,19.79166667,noun,adjective,verb,characteristic,0,0,0.015,0.056,wl15a,3
b,shame,regrets,regret,1,19,96,1.041666667,19.79166667,noun,verb,verb,third_person,0,0,0.015,0.056,wl15a,3
b,shame,regretting,regret,3,19,96,3.125,19.79166667,noun,verb,verb,present_participle,0,0,0.015,0.056,wl15a,3
b,shampoo,clean,clean,69,113,177,38.98305085,63.84180791,noun,adjective,adjective,0,0,0,0.072,0,wl9,1
b,shampoo,cleaner,clean,5,113,177,2.824858757,63.84180791,noun,adjective,adjective,magnitude,0,0,0.072,0,wl9,1
b,shampoo,cleaning,clean,6,113,177,3.389830508,63.84180791,noun,noun,adjective,present_participle,0,0,0.072,0,wl9,1
b,shampoo,cleanliness,clean,4,113,177,2.259887006,63.84180791,noun,noun,adjective,characteristic,characteristic,0,0.072,0,wl9,1
b,shampoo,cleans,clean,16,113,177,9.039548023,63.84180791,noun,verb,adjective,numbers,0,0,0.072,0,wl9,1
b,shampoo,cleanse,clean,4,113,177,2.259887006,63.84180791,noun,verb,adjective,actions_process,0,0,0.072,0,wl9,1
b,shampoo,cleanser,clean,4,113,177,2.259887006,63.84180791,noun,noun,adjective,actions_process,person_object,0,0.072,0,wl9,1
b,shampoo,cleansing,clean,5,113,177,2.824858757,63.84180791,noun,noun,adjective,actions_process,present_participle,0,0.072,0,wl9,1
b,shampoo,conditional,condition,1,52,177,0.5649717514,29.37853107,noun,adjective,noun,characteristic,0,0,NA,NA,wl9,1
b,shampoo,conditioner,condition,50,52,177,28.24858757,29.37853107,noun,noun,noun,person_object,0,0,0.403,0.455,wl9,1
b,shampoo,conditioning,condition,1,52,177,0.5649717514,29.37853107,noun,noun,noun,present_participle,0,0,NA,NA,wl9,1
b,shampoo,good,good,30,30,177,16.94915254,16.94915254,noun,adjective,adjective,0,0,0,NA,NA,wl9,1
b,shampoo,hair,hair,128,128,177,72.31638418,72.31638418,noun,noun,noun,0,0,0,0.288,0.027,wl9,1
b,shampoo,shower,shower,39,43,177,22.03389831,24.29378531,noun,noun,noun,0,0,0,0.022,0,wl9,1
b,shampoo,showers,shower,4,43,177,2.259887006,24.29378531,noun,noun,noun,numbers,0,0,0.022,0,wl9,1
b,shampoo,smell,smell,14,43,177,7.90960452,24.29378531,noun,noun,noun,0,0,0,NA,NA,wl9,1
b,shampoo,smelling,smell,1,43,177,0.5649717514,24.29378531,noun,verb,noun,present_participle,0,0,NA,NA,wl9,1
b,shampoo,smells,smell,27,43,177,15.25423729,24.29378531,noun,verb,noun,third_person,0,0,NA,NA,wl9,1
b,shampoo,smelly,smell,1,43,177,0.5649717514,24.29378531,noun,adjective,noun,characteristic,0,0,NA,NA,wl9,1
b,shampoo,soap,soap,30,34,177,16.94915254,19.20903955,noun,noun,noun,0,0,0,0.036,0.016,wl9,1
b,shampoo,soapy,soap,4,34,177,2.259887006,19.20903955,noun,adjective,noun,characteristic,0,0,0.036,0.016,wl9,1
b,shampoo,wash,wash,27,33,177,15.25423729,18.6440678,noun,noun,noun,0,0,0,0.072,0,wl9,1
b,shampoo,washes,wash,1,33,177,0.5649717514,18.6440678,noun,noun,noun,third_person,0,0,0.072,0,wl9,1
b,shampoo,washing,wash,5,33,177,2.824858757,18.6440678,noun,verb,noun,present_participle,0,0,0.072,0,wl9,1
b,shape,angles,angle,1,9,60,1.666666667,15,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,shape,figure,figure,11,11,60,18.33333333,18.33333333,noun,noun,noun,0,0,0,0.161,0.081,mturk,4
b,shape,form,form,18,18,60,30,30,noun,noun,noun,0,0,0,0.094,0.176,mturk,4
b,shape,object,object,9,9,60,15,15,noun,noun,noun,0,0,0,0.022,0.02,mturk,4
b,shape,outline,outline,12,12,60,20,20,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,shape,rectangle,angle,4,9,60,6.666666667,15,noun,noun,noun,numbers,0,0,NA,NA,mturk,4
b,shape,rectangular,angle,1,9,60,1.666666667,15,noun,adjective,noun,numbers,characteristic,0,NA,NA,mturk,4
b,shape,triangle,angle,2,9,60,3.333333333,15,noun,noun,noun,numbers,0,0,0.011,0.027,mturk,4
b,shape,triangular,angle,1,9,60,1.666666667,15,noun,adjective,noun,numbers,characteristic,0,NA,NA,mturk,4
b,shark,animal,animal,26,26,93,27.95698925,27.95698925,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,shark,eat,eat,6,26,93,6.451612903,27.95698925,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,shark,eater,eat,1,26,93,1.075268817,27.95698925,noun,noun,noun,person_object,0,0,NA,NA,wl15b,3
b,shark,eaters,eat,2,26,93,2.150537634,27.95698925,noun,noun,noun,person_object,numbers,0,NA,NA,wl15b,3
b,shark,eating,eat,1,26,93,1.075268817,27.95698925,noun,noun,noun,present_participle,0,0,NA,NA,wl15b,3
b,shark,eats,eat,11,26,93,11.82795699,27.95698925,noun,verb,noun,numbers,0,0,NA,NA,wl15b,3
b,shark,edible,eat,5,26,93,5.376344086,27.95698925,noun,adjective,noun,actions_process,0,0,NA,NA,wl15b,3
b,shark,fin,fin,2,15,93,2.150537634,16.12903226,noun,noun,noun,0,0,0,0.014,0.228,wl15b,3
b,shark,fins,fin,13,15,93,13.97849462,16.12903226,noun,noun,noun,numbers,0,0,0.014,0.228,wl15b,3
b,shark,fish,fish,40,42,93,43.01075269,45.16129032,noun,noun,noun,0,0,0,0.135,0.024,wl15b,3
b,shark,fishing,fish,2,42,93,2.150537634,45.16129032,noun,noun,noun,present_participle,0,0,0.135,0.024,wl15b,3
b,shark,large,large,15,15,93,16.12903226,16.12903226,noun,adjective,adjective,0,0,0,NA,NA,wl15b,3
b,shark,live,live,7,44,93,7.52688172,47.31182796,noun,verb,verb,0,0,0,NA,NA,wl15b,3
b,shark,lives,live,37,44,93,39.78494624,47.31182796,noun,verb,verb,third_person,0,0,NA,NA,wl15b,3
b,shark,many,many,16,16,93,17.20430108,17.20430108,noun,adjective,adjective,0,0,0,NA,NA,wl15b,3
b,shark,ocean,ocean,45,53,93,48.38709677,56.98924731,noun,noun,noun,0,0,0,0.054,0,wl15b,3
b,shark,oceanic,ocean,3,53,93,3.225806452,56.98924731,noun,adjective,noun,characteristic,0,0,0.054,0,wl15b,3
b,shark,oceans,ocean,5,53,93,5.376344086,56.98924731,noun,noun,noun,numbers,0,0,0.054,0,wl15b,3
b,shark,people,person,16,17,93,17.20430108,18.27956989,noun,noun,noun,numbers,0,0,NA,NA,wl15b,3
b,shark,person,person,1,17,93,1.075268817,18.27956989,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,shark,sharp,sharp,23,23,93,24.7311828,24.7311828,noun,adjective,adjective,0,0,0,NA,NA,wl15b,3
b,shark,swim,swim,6,20,93,6.451612903,21.50537634,noun,verb,verb,0,0,0,NA,NA,wl15b,3
b,shark,swimmers,swim,2,20,93,2.150537634,21.50537634,noun,noun,verb,person_object,numbers,0,NA,NA,wl15b,3
b,shark,swimming,swim,1,20,93,1.075268817,21.50537634,noun,verb,verb,present_participle,0,0,NA,NA,wl15b,3
b,shark,swims,swim,11,20,93,11.82795699,21.50537634,noun,verb,verb,third_person,0,0,NA,NA,wl15b,3
b,shark,teeth,teeth,48,48,93,51.61290323,51.61290323,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,shark,underwater,water,3,28,93,3.225806452,30.10752688,noun,adjective,noun,location,0,0,0.014,0,wl15b,3
b,shark,water,water,24,28,93,25.80645161,30.10752688,noun,noun,noun,0,0,0,0.014,0,wl15b,3
b,shark,waters,water,1,28,93,1.075268817,30.10752688,noun,noun,noun,numbers,0,0,0.014,0,wl15b,3
b,sharp,cut,cut,23,35,67,34.32835821,52.23880597,adjective,noun,noun,0,0,0,0.061,0,wl16a,3
b,sharp,cuts,cut,9,35,67,13.43283582,52.23880597,adjective,noun,noun,numbers,0,0,0.061,0,wl16a,3
b,sharp,cutting,cut,3,35,67,4.47761194,52.23880597,adjective,verb,noun,present_participle,0,0,0.061,0,wl16a,3
b,sharp,edge,edge,11,12,67,16.41791045,17.91044776,adjective,noun,noun,0,0,0,0.024,0.115,wl16a,3
b,sharp,edgy,edge,1,12,67,1.492537313,17.91044776,adjective,adjective,noun,characteristic,0,0,0.024,0.115,wl16a,3
b,sharp,knife,knife,24,32,67,35.82089552,47.76119403,adjective,noun,noun,0,0,0,0.133,0.103,wl16a,3
b,sharp,knifes,knife,2,32,67,2.985074627,47.76119403,adjective,noun,noun,numbers,0,0,0.133,0.103,wl16a,3
b,sharp,knives,knife,6,32,67,8.955223881,47.76119403,adjective,noun,noun,numbers,0,0,0.133,0.103,wl16a,3
b,sharp,point,point,7,28,67,10.44776119,41.79104478,adjective,noun,noun,0,0,0,0.242,0.213,wl16a,3
b,sharp,pointed,point,6,28,67,8.955223881,41.79104478,adjective,verb,noun,past_tense,0,0,0.242,0.213,wl16a,3
b,sharp,points,point,1,28,67,1.492537313,41.79104478,adjective,noun,noun,numbers,0,0,0.242,0.213,wl16a,3
b,sharp,pointy,point,14,28,67,20.89552239,41.79104478,adjective,adjective,noun,characteristic,0,0,0.242,0.213,wl16a,3
b,sharp,smart,smart,13,13,67,19.40298507,19.40298507,adjective,adjective,adjective,0,0,0,0.012,0,wl16a,3
b,shatter,break,break,29,33,30,96.66666667,100,verb,verb,verb,0,0,0,0.419,0.044,mturk2,5
b,shatter,breakage,break,1,33,30,3.333333333,100,verb,noun,verb,person_object,0,0,0.419,0.044,mturk2,5
b,shatter,breaking,break,1,33,30,3.333333333,100,verb,verb,verb,present_participle,0,0,0.419,0.044,mturk2,5
b,shatter,broken,break,2,33,30,6.666666667,100,verb,adjective,verb,past_tense,past_tense,0,0.02,0.014,mturk2,5
b,shatter,destroy,destroy,6,6,30,20,20,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,shatter,glass,glass,9,9,30,30,30,verb,noun,noun,0,0,0,0.412,0,mturk2,5
b,shatter,many,many,5,5,30,16.66666667,16.66666667,verb,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,shatter,pieces,piece,20,20,30,66.66666667,66.66666667,verb,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,shatter,smash,smash,7,7,30,23.33333333,23.33333333,verb,noun,noun,0,0,0,NA,NA,mturk2,5
v,shave,action,act,5,5,20,25,25,noun,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,shave,animal,animal,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,beautiful,beauty,2,2,20,10,10,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
v,shave,blade,blade,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,blood,blood,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,body,body,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,boring,bore,1,1,20,5,5,noun,adjective,verb,present_participle,0,0,NA,NA,NA,NA
v,shave,clean,clean,1,1,20,5,5,noun,adjective,adjective,0,0,0,0.034,0,NA,NA
v,shave,cut,cut,7,7,20,35,35,noun,noun,noun,0,0,0,0.075,0,NA,NA
v,shave,daily,day,2,2,20,10,10,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
v,shave,electric,electric,3,3,20,15,15,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,shave,excess,excess,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,shave,face,face,6,6,20,30,30,noun,noun,noun,0,0,0,0.089,0,NA,NA
v,shave,hair,hair,15,15,20,75,75,noun,noun,noun,0,0,0,0.103,0,NA,NA
v,shave,humans,human,3,3,20,15,15,noun,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,shave,improve,improve,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,layer,layer,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,leg,leg,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,lip,lip,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,lose,lose,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,men,man,4,4,20,20,20,noun,noun,noun,characteristic,0,0,0.021,0,NA,NA
v,shave,off,off,1,1,20,5,5,noun,other,other,0,0,0,NA,NA,NA,NA
v,shave,peel,peel,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,prepare,prepare,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,prevent,prevent,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,razor,razor,16,16,20,80,80,noun,noun,noun,0,0,0,0.151,0.172,NA,NA
v,shave,remove,move,9,9,20,45,45,noun,verb,verb,time,0,0,NA,NA,NA,NA
v,shave,repeat,repeat,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,scrape,scrape,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,sharp,sharp,2,2,20,10,10,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,shave,skill,skill,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,skin,skin,5,5,20,25,25,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,smooth,smooth,2,2,20,10,10,noun,adjective,adjective,0,0,0,0.048,0.02,NA,NA
v,shave,soap,soap,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,surface,surface,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,take,take,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
v,shave,task,task,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,unwanted,want,1,1,20,5,5,noun,adjective,verb,not,past_tense,0,NA,NA,NA,NA
v,shave,water,water,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,shave,women,woman,4,4,20,20,20,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
v,shave,wood,wood,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shawl,clothing,cloth,21,21,30,70,70,noun,noun,noun,present_participle,0,0,NA,NA,NA,NA
m,shawl,colors,color,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shawl,cotton,cotton,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shawl,knitted,knit,6,6,30,20,20,noun,verb,verb,past_tense,0,0,NA,NA,NA,NA
m,shawl,old,old,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,shawl,shoulders,shoulder,11,11,30,36.66666667,36.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shawl,warm,warm,5,22,30,16.66666667,73.33333333,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,shawl,warmth,warm,17,22,30,56.66666667,73.33333333,noun,noun,adjective,characteristic,0,0,NA,NA,NA,NA
m,shawl,women,woman,18,18,30,60,60,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shawl,wool,wool,9,9,30,30,30,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shawl,worn,wear,46,46,30,100,100,noun,adjective,verb,characteristic,0,0,NA,NA,NA,NA
b,she,female,female,45,53,60,75,88.33333333,other,adjective,adjective,0,0,0,0.039,0,mturk,4
b,she,females,female,1,53,60,1.666666667,88.33333333,other,noun,adjective,numbers,0,0,0.039,0,mturk,4
b,she,feminine,female,7,53,60,11.66666667,88.33333333,other,adjective,adjective,characteristic,0,0,0.039,0,mturk,4
b,she,girl,girl,26,27,60,43.33333333,45,other,noun,noun,0,0,0,0.039,0,mturk,4
b,she,girls,girl,1,27,60,1.666666667,45,other,noun,noun,numbers,0,0,0.039,0,mturk,4
b,she,grandmother,mother,3,11,60,5,18.33333333,other,noun,noun,characteristic,person_object,0,NA,NA,mturk,4
b,she,mother,mother,8,11,60,13.33333333,18.33333333,other,noun,noun,0,0,0,NA,NA,mturk,4
b,she,person,person,9,14,60,15,23.33333333,other,noun,noun,0,0,0,NA,NA,mturk,4
b,she,personal,person,1,14,60,1.666666667,23.33333333,other,adjective,noun,characteristic,0,0,NA,NA,mturk,4
b,she,personification,person,1,14,60,1.666666667,23.33333333,other,noun,noun,characteristic,actions_process,0,NA,NA,mturk,4
b,she,personified,person,3,14,60,5,23.33333333,other,verb,noun,actions_process,past_tense,0,NA,NA,mturk,4
b,she,woman,woman,24,29,60,40,48.33333333,other,noun,noun,0,0,0,NA,NA,mturk,4
b,she,women,woman,5,29,60,8.333333333,48.33333333,other,noun,noun,numbers,0,0,NA,NA,mturk,4
b,shearing,cut,cut,15,30,50,30,60,noun,noun,noun,0,0,0,NA,NA,wl3,1
b,shearing,cuts,cut,1,30,50,2,60,noun,noun,noun,numbers,0,0,NA,NA,wl3,1
b,shearing,cutting,cut,14,30,50,28,60,noun,verb,noun,present_participle,0,0,NA,NA,wl3,1
b,shearing,hair,hair,9,9,50,18,18,noun,noun,noun,0,0,0,NA,NA,wl3,1
b,shearing,off,off,7,7,50,14,14,noun,other,other,0,0,0,NA,NA,wl3,1
b,shearing,scissors,scissor,10,10,50,20,20,noun,noun,noun,numbers,0,0,NA,NA,wl3,1
b,shearing,sheep,sheep,10,10,50,20,20,noun,noun,noun,0,0,0,NA,NA,wl3,1
b,shears,cut,cut,10,23,30,33.33333333,76.66666667,noun,noun,noun,0,0,0,0.149,0,mturk2,5
b,shears,cuts,cut,1,23,30,3.333333333,76.66666667,noun,noun,noun,numbers,0,0,0.149,0,mturk2,5
b,shears,cutters,cut,3,23,30,10,76.66666667,noun,noun,noun,person_object,numbers,0,0.149,0,mturk2,5
b,shears,cutting,cut,9,23,30,30,76.66666667,noun,verb,noun,present_participle,0,0,0.149,0,mturk2,5
b,shears,scissors,scissor,22,22,30,73.33333333,73.33333333,noun,noun,noun,numbers,0,0,0.561,0,mturk2,5
b,shears,sheep,sheep,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,shears,tool,tool,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,shears,wool,wool,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,mturk2,5
m,shed,back,back,16,16,30,53.33333333,53.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shed,bicycles,bicycle,5,5,30,16.66666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shed,building,build,5,5,30,16.66666667,16.66666667,noun,noun,verb,present_participle,0,0,0.013,0,NA,NA
m,shed,doors,door,9,9,30,30,30,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shed,lawnmowers,lawnmower,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,shed,metal,metal,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shed,outdoors,outdoor,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,numbers,0,0,NA,NA,NA,NA
m,shed,roof,roof,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shed,small,small,12,12,30,40,40,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,shed,storage,store,30,61,30,100,100,noun,noun,noun,person_object,0,0,0.053,0.038,NA,NA
m,shed,storing,store,31,61,30,100,100,noun,verb,noun,present_participle,0,0,NA,NA,NA,NA
m,shed,tools,tool,18,18,30,60,60,noun,noun,noun,numbers,0,0,0.086,0.033,NA,NA
m,shed,wood,wood,16,16,30,53.33333333,53.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,shed,yards,yard,16,16,30,53.33333333,53.33333333,noun,noun,noun,numbers,0,0,0.013,0,NA,NA
m,sheep,animal,animal,20,20,30,66.66666667,66.66666667,noun,noun,noun,0,0,0,0.047,0,NA,NA
v,sheep,animal,animal,13,13,20,65,65,noun,noun,noun,0,0,0,0.047,0,NA,NA
v,sheep,annoy,annoy,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
m,sheep,as,as,13,13,30,43.33333333,43.33333333,noun,other,other,0,0,0,NA,NA,NA,NA
m,sheep,australia,australia,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,bahs,bah,13,13,30,43.33333333,43.33333333,noun,noun,noun,third_person,0,0,NA,NA,NA,NA
m,sheep,black,black,10,10,30,33.33333333,33.33333333,noun,adjective,adjective,0,0,0,0.014,0.05,NA,NA
v,sheep,black,black,2,2,20,10,10,noun,adjective,adjective,0,0,0,0.014,0.05,NA,NA
m,sheep,clipping,clip,10,10,30,33.33333333,33.33333333,noun,noun,noun,present_participle,0,0,NA,NA,NA,NA
v,sheep,clothing,cloth,2,2,20,10,10,noun,noun,noun,present_participle,0,0,NA,NA,NA,NA
v,sheep,coat,coat,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,cotton,cotton,1,1,20,5,5,noun,noun,noun,0,0,0,0.014,0,NA,NA
m,sheep,cuddly,cuddle,5,5,30,16.66666667,16.66666667,noun,adjective,noun,characteristic,0,0,NA,NA,NA,NA
m,sheep,cute,cute,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,sheep,cute,cute,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,sheep,ear,ear,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,eat,eat,1,3,20,5,15,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,eaten,eat,13,36,30,43.33333333,100,noun,verb,noun,characteristic,0,0,NA,NA,NA,NA
m,sheep,eats,eat,23,36,30,76.66666667,100,noun,verb,noun,numbers,0,0,NA,NA,NA,NA
v,sheep,eats,eat,2,3,20,10,15,noun,verb,noun,numbers,0,0,NA,NA,NA,NA
v,sheep,eye,eye,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,farm,farm,9,9,20,45,45,noun,noun,noun,0,0,0,0.014,0,NA,NA
m,sheep,farms,farm,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,0.014,0,NA,NA
v,sheep,field,field,2,2,20,10,10,noun,noun,noun,0,0,0,0.014,0,NA,NA
m,sheep,four,four,13,13,30,43.33333333,43.33333333,noun,other,other,0,0,0,NA,NA,NA,NA
v,sheep,four,four,6,6,20,30,30,noun,other,other,0,0,0,NA,NA,NA,NA
v,sheep,fur,fur,8,8,20,40,40,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,fuzz,fuzz,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,gentle,gentle,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,sheep,grass,grass,11,11,30,36.66666667,36.66666667,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,grass,grass,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,gray,gray,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,sheep,hair,hair,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,herd,herd,7,7,20,35,35,noun,noun,noun,0,0,0,0.108,0.139,NA,NA
m,sheep,herded,herd,8,15,30,26.66666667,50,noun,verb,noun,past_tense,0,0,0.108,0.139,NA,NA
m,sheep,herds,herd,7,15,30,23.33333333,50,noun,noun,noun,third_person,0,0,0.108,0.139,NA,NA
v,sheep,hoof,hoof,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,lambs,lamb,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,0.162,0.333,NA,NA
m,sheep,legs,leg,27,27,30,90,90,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
v,sheep,legs,leg,6,6,20,30,30,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,sheep,mammal,mammal,6,6,30,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,mammal,mammal,4,4,20,20,20,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,meat,meat,13,13,30,43.33333333,43.33333333,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,meat,meat,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,noise,noise,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,raise,raise,1,1,20,5,5,noun,verb,verb,0,0,0,NA,NA,NA,NA
m,sheep,shearing,shear,10,10,30,33.33333333,33.33333333,noun,noun,noun,present_participle,0,0,NA,NA,NA,NA
m,sheep,shepherds,shepherd,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,0.014,0.523,NA,NA
v,sheep,small,small,1,1,20,5,5,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,sheep,smell,smell,2,2,20,10,10,noun,noun,noun,0,0,0,0.014,0,NA,NA
v,sheep,soft,soft,3,3,20,15,15,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
v,sheep,sound,sound,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,tail,tail,2,2,20,10,10,noun,noun,noun,0,0,0,NA,NA,NA,NA
v,sheep,walk,walk,1,1,20,5,5,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,sheep,white,white,18,18,30,60,60,noun,adjective,adjective,0,0,0,0.014,0,NA,NA
v,sheep,white,white,13,13,20,65,65,noun,adjective,adjective,0,0,0,0.014,0,NA,NA
m,sheep,wool,wool,33,33,30,100,100,noun,noun,noun,0,0,0,0.291,0.217,NA,NA
v,sheep,wool,wool,13,13,20,65,65,noun,noun,noun,0,0,0,0.291,0.217,NA,NA
b,sheet,bed,bed,18,22,30,60,73.33333333,noun,noun,noun,0,0,0,0.276,0,mturk2,5
b,sheet,bedding,bed,2,22,30,6.666666667,73.33333333,noun,noun,noun,present_participle,0,0,0.276,0,mturk2,5
b,sheet,beds,bed,2,22,30,6.666666667,73.33333333,noun,noun,noun,numbers,0,0,0.276,0,mturk2,5
b,sheet,cloth,cloth,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,sheet,cotton,cotton,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
